instruction,response
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Pythagorean Theorem Visualization""
animation:  animate a right-angled triangle with squares drawn on each side. As the triangle changes size, show that the sum of the areas of the squares on the two shorter sides always equals the area of the square on the longest side, illustrating the Pythagorean Theorem.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PythagoreanTheorem(Scene):
    def construct(self):
        title = Text(""Pythagorean Theorem Visualization"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create a right-angled triangle
        triangle = Polygon(ORIGIN, 4*RIGHT, 3*UP, color=WHITE)
        square_hypotenuse = Square(side_length=5).move_to(triangle.get_center(), aligned_edge=DL).rotate_about_origin(triangle.get_angle()).set_color(BLUE)
        square_adjacent = Square(side_length=4).next_to(triangle, DOWN, buff=0).set_color(RED)
        square_opposite = Square(side_length=3).next_to(triangle, LEFT, buff=0).set_color(GREEN)

        self.play(Create(triangle))
        self.play(Create(square_hypotenuse), Create(square_adjacent), Create(square_opposite))
        self.wait(2)

        # Animate the triangle changing size
        for factor in [0.8, 1.2, 1.0]:
            new_triangle = Polygon(ORIGIN, 4*RIGHT*factor, 3*UP*factor, color=WHITE)
            new_square_hypotenuse = Square(side_length=5*factor).move_to(new_triangle.get_center(), aligned_edge=DL).rotate_about_origin(new_triangle.get_angle()).set_color(BLUE)
            new_square_adjacent = Square(side_length=4*factor).next_to(new_triangle, DOWN, buff=0).set_color(RED)
            new_square_opposite = Square(side_length=3*factor).next_to(new_triangle, LEFT, buff=0).set_color(GREEN)

            self.play(Transform(triangle, new_triangle), Transform(square_hypotenuse, new_square_hypotenuse), Transform(square_adjacent, new_square_adjacent), Transform(square_opposite, new_square_opposite), run_time=2)
            self.wait(1)

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Doppler Effect Simulation""
animation:  animate a sound source (e.g., an ambulance) moving past an observer. Show the sound waves being compressed in front of the source and stretched out behind it, illustrating the change in pitch heard by the observer.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class DopplerEffectSimulation(Scene):
    def construct(self):
        title = Text(""Doppler Effect Simulation"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Sound source - Ambulance
        ambulance = Circle(color=RED, fill_opacity=1).scale(0.5)
        ambulance_text = Text(""Ambulance"", font_size=24).next_to(ambulance, DOWN)
        ambulance_group = VGroup(ambulance, ambulance_text)

        # Observer
        observer = Dot(color=BLUE).shift(4*RIGHT)
        observer_text = Text(""Observer"", font_size=24).next_to(observer, DOWN)
        observer_group = VGroup(observer, observer_text)

        self.play(FadeIn(ambulance_group), FadeIn(observer_group))
        self.wait(1)

        # Sound waves
        waves = VGroup()
        for i in range(5):
            wave = Circle(color=BLUE, fill_opacity=0.2).scale(i*0.5)
            wave.move_to(ambulance.get_center())
            waves.add(wave)

        def update_waves(waves):
            new_waves = VGroup()
            for wave in waves:
                new_wave = wave.copy()
                new_wave.scale(1.1, about_point=ambulance.get_center())
                if new_wave.width < 0.1 or new_wave.height < 0.1:
                    continue
                new_waves.add(new_wave)
            return new_waves

        self.play(ambulance_group.animate.shift(8*LEFT), UpdateFromFunc(waves, update_waves), run_time=4, rate_func=linear)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Magnetic Fields Interaction""
animation:  animate a bar magnet with field lines surrounding it. Introduce a second magnet and show how the field lines interact, demonstrating attraction and repulsion between the two magnets.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class MagneticFieldsInteraction(Scene):
    def construct(self):
        title = Text(""Magnetic Fields Interaction"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Magnet 1
        magnet1 = Rectangle(color=RED, height=1, width=2).shift(LEFT*3)
        magnet1_label_n = Text(""N"", color=WHITE).scale(0.5).next_to(magnet1, UP, buff=0.1)
        magnet1_label_s = Text(""S"", color=WHITE).scale(0.5).next_to(magnet1, DOWN, buff=0.1)
        self.play(GrowFromCenter(magnet1), Write(magnet1_label_n), Write(magnet1_label_s))

        # Field lines for Magnet 1
        field_lines1 = VGroup(*[ArcBetweenPoints(start_point=magnet1.get_top() + UP*0.2 + LEFT*0.2*i,
                                                 end_point=magnet1.get_bottom() + DOWN*0.2 + LEFT*0.2*i,
                                                 angle=-TAU/4) for i in range(6)])
        self.play(ShowCreation(field_lines1))

        # Magnet 2
        magnet2 = Rectangle(color=BLUE, height=1, width=2).shift(RIGHT*3)
        magnet2_label_n = Text(""N"", color=WHITE).scale(0.5).next_to(magnet2, UP, buff=0.1)
        magnet2_label_s = Text(""S"", color=WHITE).scale(0.5).next_to(magnet2, DOWN, buff=0.1)
        self.play(GrowFromCenter(magnet2), Write(magnet2_label_n), Write(magnet2_label_s))

        # Field lines for Magnet 2
        field_lines2 = VGroup(*[ArcBetweenPoints(start_point=magnet2.get_top() + UP*0.2 + RIGHT*0.2*i,
                                                 end_point=magnet2.get_bottom() + DOWN*0.2 + RIGHT*0.2*i,
                                                 angle=TAU/4) for i in range(6)])
        self.play(ShowCreation(field_lines2))

        # Interaction
        self.play(magnet2.animate.shift(LEFT*2.5), rate_func=there_and_back, run_time=2)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Projectile Motion Simulation""
    animation:  animate an object being launched at an angle, showing its path as a parabola. The horizontal motion should be constant, while the vertical motion should be affected by gravity, causing the object to follow a curved trajectory.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ProjectileMotion(Scene):
    def construct(self):
        title = Text(""Projectile Motion Simulation"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Constants for the projectile motion
        velocity = 5
        angle = 45
        gravity = 9.8
        time_of_flight = 2 * velocity * np.sin(np.radians(angle)) / gravity
        max_height = (velocity**2) * (np.sin(np.radians(angle))**2) / (2 * gravity)
        range = velocity * np.cos(np.radians(angle)) * time_of_flight

        # Creating the trajectory path
        trajectory = FunctionGraph(
            lambda x: x * np.tan(np.radians(angle)) - (gravity * x**2) / (2 * velocity**2 * np.cos(np.radians(angle))**2),
            x_range=[0, range],
            color=BLUE
        )

        # Creating the object
        object = Dot(radius=0.1, color=YELLOW)
        object.move_to(trajectory.points[0])

        # Animating the object along the path
        self.play(MoveAlongPath(object, trajectory, rate_func=linear), run_time=time_of_flight)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Photosynthesis in Action""
    animation:  animate a plant absorbing sunlight, CO2, and water to produce glucose and oxygen. Show the chloroplasts in the leaves and the chemical reaction taking place, illustrating the process of photosynthesis.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class PhotosynthesisInAction(Scene):
    def construct(self):
        # Title
        title = Text(""Photosynthesis in Action"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Elements of Photosynthesis
        sun = Circle(color=YELLOW, fill_opacity=1).scale(0.5).shift(UP*3 + LEFT*4)
        sun_text = Text(""Sunlight"", color=BLACK).scale(0.3).next_to(sun, DOWN)
        co2 = Text(""CO2"", color=WHITE).scale(0.5).shift(UP*3 + RIGHT*4)
        water = SVGMobject().set(width=0.5).move_to(DOWN*2 + LEFT*4)
        water_text = Text(""H2O"", color=WHITE).scale(0.5).next_to(water, DOWN)

        # Plant
        plant = Line(ORIGIN, DOWN*2, color=GREEN).shift(DOWN)
        leaf_left = Ellipse(width=1.5, height=1, color=GREEN, fill_opacity=1).shift(DOWN + LEFT*0.75)
        leaf_right = Ellipse(width=1.5, height=1, color=GREEN, fill_opacity=1).shift(DOWN + RIGHT*0.75)
        chloroplasts = VGroup(*[Dot(color=DARK_GREEN).move_to(leaf_left.get_center() + point) for point in [UP*0.3, DOWN*0.3, LEFT*0.3, RIGHT*0.3]])

        # Chemical Reaction
        reactants = Text(""6CO2 + 6H2O + Light -> C6H12O6 + 6O2"", color=WHITE).scale(0.5).shift(DOWN*3)

        # Animation
        self.play(FadeIn(sun), FadeIn(sun_text), FadeIn(co2), FadeIn(water), FadeIn(water_text))
        self.play(GrowFromCenter(plant), GrowFromCenter(leaf_left), GrowFromCenter(leaf_right), FadeIn(chloroplasts))
        self.wait(1)
        self.play(ReplacementTransform(co2.copy(), chloroplasts), ReplacementTransform(water_text.copy(), chloroplasts), ReplacementTransform(sun_text.copy(), chloroplasts))
        self.wait(1)
        self.play(Write(reactants))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Archimedes' Principle Illustrated""
animation:  animate an object being submerged in water. Show the water level rising and a force (buoyant force) pushing up on the object. Illustrate that the buoyant force equals the weight of the water displaced by the object.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ArchimedesPrinciple(Scene):
    def construct(self):
        title = Text(""Archimedes' Principle Illustrated"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Water container
        container = Rectangle(height=4, width=6).set_fill(BLUE, opacity=0.5).set_stroke(width=2)
        self.play(Create(container))

        # Object
        object = Square(side_length=1).set_fill(GRAY, opacity=1).move_to(3*UP)
        self.play(Create(object))
        self.play(object.animate.shift(2.5*DOWN), run_time=2)

        # Water level rise animation
        displaced_water = Rectangle(height=0.3, width=6).set_fill(BLUE, opacity=0.8).next_to(container, UP, buff=0)
        self.play(container.animate.set_fill(BLUE, opacity=0.8), GrowFromCenter(displaced_water))

        # Buoyant force arrow
        buoyant_force = Arrow(start=object.get_center(), end=object.get_center() + 1*UP, buff=0.1, color=YELLOW)
        buoyant_force_label = Text(""Buoyant Force"", font_size=24).next_to(buoyant_force, UP, buff=0.1)
        self.play(GrowArrow(buoyant_force), Write(buoyant_force_label))

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Balancing Chemical Equations""
animation:  animate reactant molecules combining to form product molecules, while ensuring that the number of each type of atom remains constant throughout the reaction.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class BalancingChemicalEquations(Scene):
    def construct(self):
        title = Text(""Balancing Chemical Equations"")
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Reactants
        reactant1 = Circle(color=BLUE).scale(0.5)
        reactant1_text = Text(""H"", color=WHITE).scale(0.5)
        reactant1_group = VGroup(reactant1, reactant1_text)

        reactant2 = Circle(color=RED).scale(0.5).next_to(reactant1, RIGHT, buff=0.1)
        reactant2_text = Text(""O"", color=WHITE).scale(0.5)
        reactant2_group = VGroup(reactant2, reactant2_text)

        reactants = VGroup(reactant1_group, reactant2_group).move_to(LEFT*3)

        # Products
        product1 = Circle(color=GREEN).scale(0.5)
        product1_text = Text(""H2O"", color=WHITE).scale(0.5)
        product1_group = VGroup(product1, product1_text).move_to(RIGHT*3)

        self.play(ShowCreation(reactant1), Write(reactant1_text), ShowCreation(reactant2), Write(reactant2_text))
        self.wait(1)
        self.play(Transform(reactant1_group, product1_group), Transform(reactant2_group, product1_group.copy().next_to(product1_group, RIGHT, buff=0.1)))
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Centripetal Force in Action""
    animation:  animate an object moving in a circular path, with a force constantly pulling it towards the center of the circle, demonstrating the concept of centripetal force.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class CentripetalForceScene(Scene):
    def construct(self):
        title = Text(""Centripetal Force in Action"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        circle = Circle(radius=2)
        dot = Dot(circle.get_start())
        arrow = Arrow(dot.get_center(), circle.get_center(), buff=0)

        self.play(Create(circle))
        self.play(FadeIn(dot))
        self.play(ShowCreation(arrow))
        self.play(MoveAlongPath(dot, circle), rate_func=linear, run_time=4)
        self.play(FadeOut(dot), FadeOut(circle), FadeOut(arrow))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Resonance Phenomenon""
animation:  animate a tuning fork vibrating at its natural frequency. Next, introduce a second tuning fork of the same frequency nearby and show it starting to vibrate due to resonance between the two forks.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ResonancePhenomenon(Scene):
    def construct(self):
        # Title slide
        title = Text(""Resonance Phenomenon"", font_size=48)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # First tuning fork
        fork1 = Line(ORIGIN, UP * 2).shift(LEFT * 2)
        fork1_head = VGroup(
            Line(fork1.get_end(), fork1.get_end() + RIGHT * 0.5),
            Line(fork1.get_end(), fork1.get_end() + LEFT * 0.5)
        )
        tuning_fork1 = VGroup(fork1, fork1_head)

        # Second tuning fork
        fork2 = Line(ORIGIN, UP * 2).shift(RIGHT * 2)
        fork2_head = VGroup(
            Line(fork2.get_end(), fork2.get_end() + RIGHT * 0.5),
            Line(fork2.get_end(), fork2.get_end() + LEFT * 0.5)
        )
        tuning_fork2 = VGroup(fork2, fork2_head)

        self.play(ShowCreation(tuning_fork1), ShowCreation(tuning_fork2))
        self.wait(1)

        # Animate first tuning fork vibrating
        for _ in range(4):
            self.play(tuning_fork1.animate.shift(RIGHT * 0.1), run_time=0.1)
            self.play(tuning_fork1.animate.shift(LEFT * 0.2), run_time=0.2)
            self.play(tuning_fork1.animate.shift(RIGHT * 0.1), run_time=0.1)

        self.wait(1)

        # Animate second tuning fork starting to vibrate due to resonance
        for _ in range(4):
            self.play(tuning_fork2.animate.shift(RIGHT * 0.1), run_time=0.1)
            self.play(tuning_fork2.animate.shift(LEFT * 0.2), run_time=0.2)
            self.play(tuning_fork2.animate.shift(RIGHT * 0.1), run_time=0.1)

        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Ohm's Law Illustrated""
animation:  animate a circuit with a battery, a resistor, and current flowing through the circuit. Show that the current is directly proportional to the voltage and inversely proportional to the resistance, as per Ohm's Law.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class OhmsLaw(Scene):
    def construct(self):
        title = Text(""Ohm's Law Illustrated"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Circuit components
        battery = Line(ORIGIN, UP).set_color(YELLOW)
        battery.shift(LEFT*2)
        resistor = Rectangle(width=1, height=0.5).set_color(RED)
        resistor.next_to(battery, RIGHT, buff=1)
        wire1 = Line(battery.get_right(), resistor.get_left()).set_color(GREY)
        wire2 = Line(resistor.get_right(), resistor.get_right() + RIGHT).set_color(GREY)
        wire3 = Line(battery.get_left(), battery.get_left() + LEFT).set_color(GREY)
        wire4 = Line(battery.get_left() + LEFT, resistor.get_right() + RIGHT).set_color(GREY)
        circuit = VGroup(battery, resistor, wire1, wire2, wire3, wire4)

        # Current flow
        current_dots = VGroup(*[Dot(radius=0.05, color=BLUE).move_to(wire4.get_start() + RIGHT*i*0.2) for i in range(5)])
        current_animation = Succession(*[ApplyMethod(dot.move_to, wire4.get_start() + RIGHT*(i+1)*0.2) for i, dot in enumerate(current_dots)], lag_ratio=1)

        self.play(FadeIn(circuit))
        self.wait(1)
        self.play(ShowCreation(current_dots), run_time=1)
        self.play(current_animation, run_time=2, rate_func=linear)
        self.wait(1)

        # Ohm's Law Visualization
        ohms_law_text = Text(""V = I * R"", font_size=36)
        ohms_law_text.to_edge(UP)

        increasing_voltage = Text(""Increasing Voltage"", font_size=24).next_to(battery, DOWN, buff=0.5)
        decreasing_resistance = Text(""Decreasing Resistance"", font_size=24).next_to(resistor, DOWN, buff=0.5)

        self.play(Write(ohms_law_text))
        self.wait(1)
        self.play(Write(increasing_voltage))
        self.play(battery.stretch, 1.5, 0, {""about_edge"": UP})
        self.wait(1)
        self.play(ReplacementTransform(increasing_voltage, decreasing_resistance))
        self.play(resistor.stretch, 0.5, 0, {""about_edge"": RIGHT})
        self.wait(2)

        self.play(FadeOut(VGroup(circuit, current_dots, ohms_law_text, decreasing_resistance)))
        self.wait(1)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
    title: ""Electromagnetic Induction Demonstration""
    animation:  animate a magnet moving through a coil of wire, showing the induced current flowing in the coil as a result of electromagnetic induction.
    important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class ElectromagneticInduction(Scene):
    def construct(self):
        title = Text(""Electromagnetic Induction Demonstration"").scale(0.7)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Coil
        coil = VGroup(*[Circle(arc_center=[i*0.2, 0, 0], radius=0.5) for i in range(-10, 11)])
        coil.set_color(BLUE)
        self.play(ShowCreation(coil))
        
        # Magnet
        magnet = Rectangle(width=1, height=0.5, color=RED)
        magnet_text = Text(""N"", font_size=24).next_to(magnet, LEFT, buff=0.1)
        magnet_text2 = Text(""S"", font_size=24).next_to(magnet, RIGHT, buff=0.1)
        magnet_group = VGroup(magnet, magnet_text, magnet_text2)
        self.play(FadeIn(magnet_group))
        
        # Animate magnet moving through the coil
        self.play(magnet_group.animate.shift(RIGHT*4), rate_func=there_and_back, run_time=4)
        
        # Induced current flow
        current_flow = CurvedArrow(start_point=[-2, 0.5, 0], end_point=[2, 0.5, 0], color=YELLOW)
        self.play(ShowCreation(current_flow))
        self.wait(2)
        self.play(FadeOut(coil), FadeOut(magnet_group), FadeOut(current_flow))"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Newton's Third Law Illustrated""
animation:  animate two objects, such as a book and a table, interacting with each other. Show equal and opposite forces acting on both objects, demonstrating Newton's Third Law of motion.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class NewtonsThirdLaw(Scene):
    def construct(self):
        title = Text(""Newton's Third Law Illustrated"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Create objects
        book = Square(color=BLUE, fill_opacity=1).scale(0.5)
        table = Rectangle(width=3, height=0.5, color=GREEN, fill_opacity=1).next_to(book, DOWN, buff=0)

        book_text = Text(""Book"", color=WHITE).scale(0.5).move_to(book)
        table_text = Text(""Table"", color=WHITE).scale(0.5).move_to(table)

        # Add objects to scene
        self.play(FadeIn(book), FadeIn(table), FadeIn(book_text), FadeIn(table_text))
        self.wait(1)

        # Forces
        force_book = Arrow(book.get_top(), book.get_top() + UP, buff=0, color=RED)
        force_table = Arrow(table.get_top(), table.get_top() + DOWN, buff=0, color=YELLOW)

        force_book_label = Text(""Force on Book"", color=RED).scale(0.5).next_to(force_book, UP, buff=0.1)
        force_table_label = Text(""Force on Table"", color=YELLOW).scale(0.5).next_to(force_table, DOWN, buff=0.1)

        self.play(GrowArrow(force_book), GrowArrow(force_table), Write(force_book_label), Write(force_table_label))
        self.wait(2)

        # Demonstrating Newton's Third Law
        self.play(book.shift, UP*0.5, table.shift, DOWN*0.5)
        self.wait(1)

        self.play(book.shift, DOWN*0.5, table.shift, UP*0.5)
        self.wait(2)

        self.play(FadeOut(book), FadeOut(table), FadeOut(book_text), FadeOut(table_text),
                  FadeOut(force_book), FadeOut(force_table), FadeOut(force_book_label), FadeOut(force_table_label))"
"You are an expert Python developer experienced with the Manim package. You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Normal Distribution Visualization""
animation:  animate a normal distribution curve with the mean at the center and the standard deviations marked off. Show a point moving along the curve to represent a value and its corresponding probability.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class NormalDistributionVisualization(Scene):
    def construct(self):
        title = Text(""Normal Distribution Visualization"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        axes = Axes(
            x_range=[-4, 4, 1],
            y_range=[0, 0.5, 0.1],
            axis_config={""color"": BLUE},
        )

        mean = 0
        std_dev = 1
        curve = axes.plot(lambda x: np.exp(-0.5 * ((x - mean) / std_dev) ** 2) / (std_dev * np.sqrt(2 * np.pi)), color=WHITE)
        curve_label = axes.get_graph_label(curve, label='\\sigma')

        self.play(Create(axes), Write(curve_label))
        self.play(Create(curve))
        self.wait(1)

        dot = Dot(color=RED).move_to(axes.c2p(0, 0))
        self.play(FadeIn(dot))

        def update_dot(mob, alpha):
            x = interpolate(-3, 3, alpha)
            y = np.exp(-0.5 * ((x - mean) / std_dev) ** 2) / (std_dev * np.sqrt(2 * np.pi))
            mob.move_to(axes.c2p(x, y))

        self.play(UpdateFromAlphaFunc(dot, update_dot), run_time=4, rate_func=there_and_back)
        self.wait(2)"
"You are an expert Python developer experienced with the Manim package.You should only give the code delimited by ```, do not give any descriptions or how to run it. Give me Python code that creates a Manim animation with the specifications below:
title: ""Radioactive Decay Simulation""
animation:  animate a group of unstable nuclei decaying over time, with the number of undecayed nuclei decreasing exponentially to illustrate radioactive decay.
important note: The code for the animation should be very simple. The animation should have little text if at all. There should not be any use of svgs or external files.","from manim import *

class RadioactiveDecaySimulation(Scene):
    def construct(self):
        title = Text(""Radioactive Decay Simulation"").scale(0.9)
        self.play(Write(title))
        self.wait(2)
        self.play(FadeOut(title))

        # Parameters
        start_nuclei = 50
        half_life = 2  # seconds
        decay_rate = 0.5  # half per half_life
        simulation_time = 8  # seconds

        # Create initial nuclei
        nuclei = VGroup(*[Dot(radius=0.05, color=BLUE) for _ in range(start_nuclei)])
        nuclei.arrange_in_grid(rows=5, buff=0.5)
        self.play(ShowCreation(nuclei))
        self.wait(1)

        # Simulate decay
        for t in range(1, simulation_time + 1):
            decayed = int(start_nuclei * (decay_rate ** (t / half_life)))
            to_decay = start_nuclei - decayed
            start_nuclei = decayed

            if to_decay > 0:
                decaying_nuclei = nuclei[:to_decay]
                self.play(decaying_nuclei.animate.set_opacity(0.2), rate_func=linear, run_time=1)
            self.wait(1)

        self.wait(2)"
